sentence,term,category,polarity
업무에 집중할 수 있는 분위기 글로벌 업무 경험 가능 대다수가 상식적인 사람들로 구성 풀재택근무가 어느정도 가능함 출퇴근 에너지 소비가 줄어 업무집중도가 크게 향상됨,업무,업무,positive
재택근무 유연성 회식없음 일 등등,재택근무,업무,positive
무능한 경영진 이상하게 흘려주는 돈을 줄이고 실무자들 돈을 더 풀어주면 더 좋을 것 같습니다,경영진,업무,negative
"주위에 실력자들 많음, 코로나 이후에도 재택근무가 거의 확정",실력자,사내문화,positive
일본 사람들이랑 일하는게 쉽지 않음 퇴사가 많아 인력 구멍이 많음,인력,업무,negative
열심히 하려는 문화가 좋고 배울만한 동료들도 많이 있어서 좋음,동료,사내문화,positive
특히 복지부분이 좋은데 이 부분은 이직하려고 맘먹을때마다 항상 발목잡게 하는 부분중 하나임 임금도 포괄임금제가 아니라서 라인에서 토스만큼 일한다고 가정할경우 토스만큼 받을 수 있음,복지,복지,positive
"대기업이나 스타트업에 비해 경영진의 비전이 각 멤버들에게 잘 전달이 되지 않아 방향성을 공감하기 어려움 스타트업과 대기업의 그 중간 어딘가에 걸쳐있는 느낌이라 이것도 저것도 아닌 의사결정이나 프로세스가 있음 스타트업에서 온 사람들은 규제나 규정이 답답하다고 할 것이고, 대기업에서 온 사람들은 너무 절차도 없고, 비전도 없다고 할 듯.",의사결정,업무,negative
야근 수당을 잘챙겨주고 장비를 잘챙겨준다 다른회사로 옮겨도 힘들다는 생각이 안들게 해준다,수당,급여,positive
일이 너무 많고 조직문화가 좀 자유분방하지 않다 겉으로 좋은척한다,조직문화,사내문화,negative
야근이 적어서 워라벨이 보장되고 주위에 능력있는 사람이 많다,워라벨,업무,positive
합병 이후 방향성이 어떻게 될지 불확실하고 개인이 성장하기가 어렵다,성장,커리어,negative
다양했던 글로벌 업무 나름 괜찮은 복지 꽤나 핫했던 회사,복지,복지,positive
이제는 중간에 끼어 의사결정이 너무 복잡해졌다 서로 다르게 움직이는 박자와 속도 - 이젠 어디로 가는지..,의사결정,업무,negative
코로나 이후에도 재택으로 근무할 수 있음,재택,업무,positive
회상회의 서비스가 잘 되어있고 재택이 자유로워서 언제든지 원격 근무 가능함,재택,업무,positive
타회사들 대비 실력으로 평가 받을수 있는 곳 플랫폼은 탄탄하니 망할일은 거의 없고 확장만 잘하면 비전은 좋은데,평가,급여,positive
조직이 복잡하고 일본등이 껴서 의욕 넘치는 사람들한텐 답답할수도,조직,업무,negative
좋은 동료들과 이렇게 저렇게 일하다보니 나도 실력이 많이 향상됨,동료,사내문화,positive
경영진이 문제임 오래된 직원이 리드가 되고 교체되지 않음,경영진,업무,negative
이번 재택 결정에서 볼 수 있듯 직원들을 신뢰하는 회사라 여겨짐,신뢰,사내문화,positive
전사적으로 문서화에 상당히 신경쓰는 편,문서화,업무,positive
짜잘하게 인사팀이 챙겨주는게 많음,챙겨,복지,positive
"갖춰진게 없기 때문에, 본인 하기 나름에 따라 입지를 다지는게 가능한 것",갖춰진,업무,negative
짜잘하게 챙겨주는거 대신에 연봉이나 인센은 기대하지 마세요.,연봉,급여,negative
본인만 잘하면 발전하기 좋음,발전,커리어,positive
"연봉/복지제도 꽤 괜찮음, 동종업계/타 업계 통틀어도 더 좋은 곳은 얼마없을듯",연봉,급여,positive
"너무 자유롭다고 생각할때가 있어서 벙할때가 있음, 정신줄 놓으면 도태될수 있음.",자유,사내문화,negative
회사는 직원을 배려하고 팀원간에는 존중하는 문화가 있다,문화,사내문화,positive
야후재팬과의 합병이후 조직이 어떻게 나아갈지에 대한 막연한 불안감이 있다,불안감,커리어,negative
복지가 좋아요 어디서든 노트북만 있으면 일할 수 있어요!,복지,복지,positive
해외사업위주라 업무현실성이 떨어져요,업무현실성,업무,negative
향후 커리어 발전에 도움이 될 것 같으며 복지가 좋고 자유로움이 높은 편이라고 생각됩니다,커리어,커리어,positive
향후 커리어 발전에 도움이 될 것 같으며 복지가 좋고 자유로움이 높은 편이라고 생각됩니다,복지,복지,positive
향후 커리어 발전에 도움이 될 것 같으며 복지가 좋고 자유로움이 높은 편이라고 생각됩니다,자유로움,사내문화,positive
업무강도가 높은 편입니다 빠른 프로세스를 지향하며 업무에 대한 밀도가 높은편이어서 본인이 이부분에 대한 컨트롤을 잘해야합니다,업무강도,업무,negative
해외 사업을 활발하게 하고 있어서 글로벌 커뮤니케이션 역량을 키우는 것이 도움이 될 것 같습니다. 굵직한 복지부터 자잘자잘한 복지들까지 아주 다양하게 제공이 되고 있고 무엇보다도 만족스러운 연봉으로 회사를 즐겁게 다니고 있습니다. 동료들도 모두 똑똑하고 좋은 인성을 가지고 있어 배울 점이 참 많습니다.,해외,커리어,positive
굵직한 복지부터 자잘자잘한 복지들까지 아주 다양하게 제공이 되고 있고,복지,복지,positive
무엇보다도 만족스러운 연봉으로 회사를 즐겁게 다니고 있습니다,연봉,급여,positive
동료들도 모두 똑똑하고 좋은 인성을 가지고 있어 배울 점이 참 많습니다,동료,사내문화,positive
업무량이 많은 편이고 사내 정치가 심한 것 같습니다,업무량,업무,negative
업무량이 많은 편이고 사내 정치가 심한 것 같습니다,정치,사내문화,negative
"자유로운 문화, 우수한 복지, 높은 연봉을 누릴 수 있음",문화,사내문화,positive
"자유로운 문화, 우수한 복지, 높은 연봉을 누릴 수 있음",복지,복지,positive
"자유로운 문화, 우수한 복지, 높은 연봉을 누릴 수 있음",연봉,급여,positive
학벌 좋고 무능력한 어중간한 대기업 출신 개발자들이 가끔 사내 문화를 망치는 듯한 감이 있지만 실력 없으면 언젠간 끝일꺼니까 참음.,문화,사내문화,negative
인성 쓰레기인 정말 별로인 사람들도 있음. 팀바팀 캐바캐.,인성,사내문화,negative
"다양한 경험을 할 수 있고, 형식에 얽매이지 않고 빠른 의사결정이 이루어짐",경험,커리어,positive
"다양한 경험을 할 수 있고, 형식에 얽매이지 않고 빠른 의사결정이 이루어짐",의사결정,업무,positive
직원에 대한 관심 부족한 것 같음. 일본과 협업하는 것이 매우 어려움.,관심,사내문화,negative
"뛰어난 복지와 시스템, 해외향 서비스를 전개한다는 점(일본, 대만,태국) 글로벌 시각을 기를 수 있음",시스템,업무,positive
큰 단점은 없었던 것 같지만 대체로 분위기나 업무 방식이 팀바이팀 조직바이조직 이었던 것 같음,분위기,사내문화,negative
개발자가 다양한 기술 시도와 해외 협업 등의 다양한 역할을 해볼 수 있음 도전적인 사업에 참여해 볼 수 있음,역할,커리어,positive
"일본과 협업 시 소통과 문화차이에 어려움이 있으며, 부서 별 만족도의 편차가 큼",소통,업무,negative
개발자 본인이 의지만 있다면 성장할 수 있는 환경 한국에서 이만큼 트랜디한 회사 찾기 힘듬,성장,커리어,positive
서로 소통이 잘 안됨 개인주의 심함 부서마다 차이 심함,개인주의,사내문화,negative
복지가 좋고 글로벌 서비스를 경험해 볼 수 있어서 좋습니다,복지,복지,positive
업무가 빡세고 일본 서비스라서 어려운 점이 꽤 있습니다 커뮤니케이션이 빡셉니다,업무,업무,negative
개발 환경 정말 좋고 팀원들 잘해서 좋다 배울 점이 많다,환경,복지,positive
개발 환경 정말 좋고 팀원들 잘해서 좋다 배울 점이 많다,팀원,사내문화,positive
가끔 힘든 기간도 있고 주변 따라가려면 시간좀 많이 써야함,시간,업무,negative
국내 몇 안되는 플랫폼 글로벌 서비스경험을 해볼 수 있는 회사,경험,커리어,positive
사바사 팀바팀이 심하다 조직문화가 이미지만큼 젊고 유연하지 않다 팀간 경쟁과 정치가 심한편,조직문화,사내문화,negative
동료들에게 많이 배울 수 있어서 많이 성장할 수 있었습니다,성장,커리어,positive
서비스의 방향성에 의문을 가졌던 때가 종종 있었습니다,방향성,업무,negative
코로나 상황에서 재택근무 시행이나 관련 지원이 매우 빠르고 좋았음 야근수당 챙겨줌,지원,복지,positive
일이 적지 않다보니 야근을 하는 경우가 있음,야근,업무,negative
팀 바 팀으로 분위기 차이 심함,분위기,사내문화,negative
풀 재택으로 워라벨이 좋고 도전적이고 사내 오픈소스를 활용하여 개발하는데 관련 개발자랑 소통하기 좋다 커리어에 도움이 된다,워라벨,업무,positive
풀 재택으로 워라벨이 좋고 도전적이고 사내 오픈소스를 활용하여 개발하는데 관련 개발자랑 소통하기 좋다 커리어에 도움이 된다,커리어,커리어,positive
계약 연봉 조금 적은듯한 느낌 좀 더 올려주세요 팀바팀 분위기가 다릅니다,연봉,급여,negative
좋은 사람들 높은 수준의 기술력 다국적 기업 발전 가능성 좋은 커리어를 쌓을 수 있음 개발에만 집중할 수 있는 환경,커리어,커리어,positive
좋은 사람들 높은 수준의 기술력 다국적 기업 발전 가능성 좋은 커리어를 쌓을 수 있음 개발에만 집중할 수 있는 환경,환경,사내문화,positive
꾸준한 자기발전이 필요함 합병 이후의 미래는 물음표 구내 식당이 없음,식당,복지,negative
꾸준한 자기발전이 필요함 합병 이후의 미래는 물음표 구내 식당이 없음,미래,커리어,negative
일과 복지가 좋음 일하는 사람들의 역량이 높은 편,복지,복지,positive
"워라밸 없음, 수직위계적, 트렌드에 따라 바뀌는 상위 경영진의 의사결정",워라밸,업무,negative
자유로운 분위기고 워라벨이 좋다 의견 반영도 잘되는 편,워라벨,업무,positive
업무나 사업에 대한 정보공유가 잘 되지않아서 중복으로 추진되는 프로젝트가 많음,정보공유,업무,negative
"유연근무제에 항상 사람을 생각해주는 HR, 많은 데이터, 접목할 수 있는 서비스의 다수 존내",유연근무제,복지,positive
각자 알아서 도생할 수 있어야 함 법무 및 보안에 대한 제재사항이 많음,도생,사내문화,negative
빠른 프로세스 잘하는 동료들 좋은 사내문화 개인이 성장할수있는 회사,프로세스,업무,positive
빠른 프로세스 잘하는 동료들 좋은 사내문화 개인이 성장할수있는 회사,성장,커리어,positive
간혹 사람 스트레스 프로세스없는 일처리 해외 협업의 애로사항 정도,프로세스,업무,negative
업계탑 복지 너무 좋은데 참 좋은데 팀이 잘못걸리면 도로묵,복지,복지,positive
"팀장의 갑질, 위에선 눈감아주는게 일상 위에서 다 먹고 남은거 주는 회사",갑질,사내문화,negative
"개발자로서 사업에 열정을 쏟을 수 있는 환경을 만들어주며, 경영진은 이를 계속 개선시켜주기 위해 노력합니다.",열정,사내문화,positive
다들 의욕이 넘쳐서인지 이슈가 엄청나게 들어옵니다 우선순위를 정하는 작업을 항상 하지만 그럼에도 정신이 없게 일이 계속 쌓일 때가 많습니다.,일,업무,negative
야근비 잘챙겨주고 전반적으로 문화가 자유로운 편,문화,사내문화,positive
야근비 잘챙겨주고 전반적으로 문화가 자유로운 편,야근비,복지,positive
야근비를 받아야만 한다는 현실 바쁜 팀은 답도 없이 바쁜 현실,바쁜,업무,negative
나름 글로벌 서비스를 경험할 수 있음 내로라하는 회사에서 온 경력직들이 많아 인적 인프라가 좋음,경험,커리어,positive
여러 회사를 다니면서 직원을 배려한다는 느낌은 처음 받아봄,배려,복지,positive
경력직들이 많다보니 부서마다 문화가 천차만별,문화,사내문화,negative
임원 입김에 의해 채용하다보니 효율성이 조금 저하됨,효율성,업무,negative
"일이 많아요... 성장할 수 있는 기회이기도 하지만 그만큼 일을 많이 합니다 물론 부바부, 프바프입니다",일,업무,negative
자유로운 분위기 멋진 동료들 격려의 분위기,분위기,사내문화,positive
데드라인이 좀 빡셀 때가 있음..그러나 대체로 조절 가능,데드라인,업무,negative
짜잘한 복지 많고 코로나때 재택 시켜주고 좋은점 다수. 팀도 자유롭게 지원해서 (면접 붙으면 ㅋ) 이동 가능하고 목소리도 크게 낼 수 있음,복지,복지,positive
고인물이 많고 무능력한 중년 아재들이 물을 흐림,고인물,사내문화,negative
일이 구멍가게 잡일 같은게 많다보니 점점 이직할때 내세울게 옶어진다,잡일,커리어,negative
"좋은 개발문화, 근무제도는 국내 원탑일듯합니다. 또 복지 또한 매우 좋습니다.",개발문화,사내문화,positive
"좋은 개발문화, 근무제도는 국내 원탑일듯합니다. 또 복지 또한 매우 좋습니다.",복지,복지,positive
경영진의 비전이 잘 안보입니다. 내부에서도 정치가 심하며 평가가 매우 박합니다.,비전,커리어,negative
경영진의 비전이 잘 안보입니다. 내부에서도 정치가 심하며 평가가 매우 박합니다.,정치,사내문화,negative
조식 제공 등 복지가 좋으며 자기개발하기에도 적합한 회사입니다,복지,복지,positive
조식 제공 등 복지가 좋으며 자기개발하기에도 적합한 회사입니다,자기개발,커리어,positive
최고수준의 복지 높은 업무 지원 수준,복지,복지,positive
솔직히 업무가 많고 어려움,업무,업무,negative
"회의, 보고, 커뮤니케이션 등이 많음",커뮤니케이션,업무,negative
그냥 임금이 안오름 월급 그냥 계속 동결느낌이고 그냥 사람이 부품,임금,급여,negative
워리벨은 좋습니다 사내 문화도 나쁘지 않고요,문화,사내문화,positive
뭐 복지도 괜찮아요 나쁘진 않아요 연차 쓸 때 눈치도 안주고요,복지,복지,positive
경영진이 진짜…. 와 그리고 임금은 기대하지 마세요 진짜,임금,급여,negative
수평적인 문화 업무 강도 낮음 자판기음료 저렴 어렵지 않은 업무,업무,업무,positive
알수없는 경영진들 잡업무 과다 프로세스는있지만 계속 프로세스 타령 이해불가 복지 제로 수준,프로세스,업무,negative
알수없는 경영진들 잡업무 과다 프로세스는있지만 계속 프로세스 타령 이해불가 복지 제로 수준,복지,복지,negative
사용자 리서치 기반으로 디자인을 하고 빠르게 개발 되는 점이 좋아요,개발,업무,positive
"너무 알아야될 것들, 회의가 많아요 레벨로 사람을 나누는 게 좀 그래요",레벨,사내문화,negative
"수평적이고 젊은 이미지, 약간의 자부심 효율적인 일처리 이커머스의 경험 시스템으로 일하는 조직, 개인의 실수가 보완됨.",시스템,업무,positive
IT기반으로 자동화된 회사로 IT부서 외로는 다소 역량이 집중되지 못할 수 밖에 없는 현실 업무가 파편화되어 있어 효율적이지만 역량개발에는 좋지 못함 사무직의 미래를 미리 경험할수 있음,역량,커리어,negative
같이 일하는 사람들이 젊고 트렌디해서 좋고 재택은 유일하지만 최고의 복지,사람,사내문화,positive
같이 일하는 사람들이 젊고 트렌디해서 좋고 재택은 유일하지만 최고의 복지,재택,복지,positive
아무리 부품1이라지만 심각하게 적은 급여 거의 꽁으로 쓰는 급,급여,급여,negative
워라밸 좋음 급여 마켓에서 좋은 편,급여,급여,positive
복지가 매우 없음,복지,복지,negative
제너럴리스트보단 스페셜리스트로 키우는 경향,스페셜리스트,커리어,negative
재택근무 많이함 회사위치 좋은 음료수 저렴함 수평적 문화,재택,복지,positive
성과지상주의 팀플레이 실종 속도만 빠름,성과지상주의,사내문화,negative
개인의 성장 신경안씀,성장,커리어,negative
"꼰머 회사 근무하다 와서 그런지 자유로운 분위기 자체가 나에겐 복지얌.... 너무 좋아 행복해 300원 자판기, 1200원 사내카페 등등 짱조음 입사한지 얼마 안돼서 경영진은 잘 모름",분위기,사내문화,positive
식당 너무 별로 돈 꽤 내는 것 치고 퀄리티도 별로... 그냥 나가서 사먹는게 이득,식당,복지,negative
워라밸 좋음 건물깨끗하고 복지좋음,복지,복지,positive
능력껏 연봉테이블,연봉테이블,급여,positive
스타트업이라 무한 경쟁임 쉴틈이 일해야해서 가끔지침 계약직이 많음,경쟁,사내문화,negative
직원들에게 좋은 서비스를 많이 제공함 깔끔하고 편의성 좋다,서비스,복지,positive
일하는 시간이 너무 길고 건조하다 인트라넷이 산발적이다,일,업무,negative
좋은 팀원들과 적절한 워라벨,팀원,사내문화,positive
그리고 업종 평균 대비 높은 임금,임금,급여,positive
현재 발생하고 있은 문제에 대한 리더쉽의 문제의식 부족과 해결 미흡,리더쉽,업무,negative
"유연근무제와 재택 근무제가 활발하게 이루어지고있고 일을 하면서 여러 시도를 할수있는 기회가 많다
직급없이 자유로운 미팅분위기와 사내분위기가 좋다",사내분위기,사내문화,positive
회사 규모에 비해 복지가 별로 없다,복지,복지,negative
팀별로 군대문화가 존재한다,군대문화,사내문화,negative
자유로운 연반차 사용과 어렵지 않은 업무가 장점이라고 생각함,업무,업무,positive
자유로운 연반차 사용과 어렵지 않은 업무가 장점이라고 생각함,연반차,복지,positive
내가 느끼는 단점은 잘 모르겠는데 정규직 전환이 조금 어려운 것 같음,정규직,커리어,negative
업무량보다 낮은 급여,급여,급여,negative
"점점 늘어나는 업무와 깡통머리 경영진, 직원은 소모품",업무,업무,negative
커리어와 시스템. 쿠팡을 움직이게 하면서 현직자로서 다니는 이유.,커리어,커리어,positive
"반대로 그 두개를 제외한 나머지. 전체적인 보상 수준이 타사 대비 경쟁력이 있다고 하면, 그 근거를 증명해야 할 것인데 못하고 있고 워라밸은 부바부이겠으나 현 포지션은 그렇지 않음.",보상,급여,negative
"개인적으로 입사 전에 쿠팡 복리후생 하나도 없는거 알았고, 스톡도 솔직히 관심 1도 없어서 현금빵으로 네고하고 들어왔는데 요즘 주식가격 보면 선견지명이였던 듯 이게 장점인지는 모르겠지만 급여 수준도 사람마다 기준 없이 엄청 gap이 커서 복불복임
",급여,급여,positive
야근이 없는것은 아니나 그래도 아직까지 재택을 한다는게 어쨋든 장점임. 재택 support가 아무것도 없는건 마이너스임.,재택,업무,positive
더이상 스타트업이 아닌 대기업인데 현재 C-level에서 조직을 제대로 운영해본 사람이 거의 없음,운영,업무,negative
아직도 구멍가게 주먹구구식으로 본인들이 편하고 알고 있는 사람들끼리만 정보를 공유하고 위에서 일을시켜서 대기업이라는 말이 무색함 업무효율성이 떨어짐 근데 경영진은 이와 같은 업무 스타일이 효율적이라고 생각하는지 절대로 바꾸지 않음,업무,업무,negative
로켓배송이 어떻게 돌아가나 알 수 있음 글로벌 환경임,글로벌,커리어,positive
"계속 빠르게 움직여서 복지나 그런 것이 아직 네이버, 카카오 수준은 아님",복지,복지,negative
사람이 많아서 숨어지내기 좋음 전반적으로 사람들이 편안함 기술을 잘 하는 사람도 많고,사람,사내문화,positive
엔지니어 실력 편차가 큼 일이 너무 빠르거나 너무 늦게 돌아감,실력,업무,negative
체계가 없어서 업무 효율성이 떨어지고 업무가 계속 차질이 생김 하나 있는 재택근무도 위드코로나로 사라질판,업무,업무,negative
연봉이 낮지는 않음 복지가 나쁘지 않음 대기업 네임밸류,연봉,급여,positive
연봉이 낮지는 않음 복지가 나쁘지 않음 대기업 네임밸류,복지,복지,positive
날마다 바뀌는 업무 프로세스 커리어 쌓을 수 없음 단순업무의 반복 한치 앞만 보고 회사를 운영함 미래를 보지 않음,커리어,커리어,negative
화장실 갈 시간 없이 일해야함 밑 빠진 독에 물 붓고 있다는 게 너무 잘 느껴짐. 너무나도 수직적인 의사결정 직원을 거의 다 계약직으로 채용. 그 중 정규직이 되는 사람은 소수임 경영진들이 멀리 내다볼 줄 모르는 사람들이고 직원들을 AI로 보는 경향이 있음.,경영진,업무,negative
회사 문화도 좋았고 같이 일했던 사람들도 좋아서 재미있게 일했고 다양한 경험 하면서 엔지니어로서 성장할 수 있었던 것 같음,성장,커리어,positive
조직마다 분위기나 업무 스타일 등이 달라서 잘 맞는 팀에서 일하는 게 좋은 것 같음,업무,업무,negative
비슷한 체급의 기업에 비하면 체계가 잡히지 않아서 정신 없음,체계,업무,negative
출퇴지켜지는건 참좋음 팀내에 계급없이 닉넴으로 수평구조임,출퇴,업무,positive
교육기간동안에 너무 많은것을 머릿속에 입력시킴 용어들이 전부 영어임 테스트도 봄 자신감은 심어주는데 성과가 무조건인걸 강조함 교육 때 맨탈털림,성과,사내문화,negative
자유로운 문화 일이 막 바쁘지 않음 (여기만 그런 것 같기도) 재택근무,문화,사내문화,positive
"정말 똑똑한 동료들이 많아서 이 부분에 있어서는 성장하기 좋은 환경이다. 잘 찾아보면 롤모델로 삼고 싶은 시니어들도 있고, 이는 한국인뿐 아니라 글로벌 재직자분들 모두 포함.",동료,사내문화,positive
물론 검증 안된 사람들도 많음 보고 있음 답답하지만 이 것도 뭐 또 하나의 No롤 모델이됨,사람,사내문화,negative
뛰어난 동료들과 함께 성장하는 과정에서 오는 성취감 내지는 만족감,동료,사내문화,positive
풀 재택에 따른 업무와 업무 외 시간의 구분이 조금 어려움 (개인 성향차),업무,업무,negative
누구나 다 아는 대기업의 회사 체계가 없어 업무에 감시가 덜 함,업무,업무,positive
체계가 없어 업무의 효율성이 전혀 없음. 밑 빠진 독에 물 붓기를 하는게 너무 눈에 선한데 경영진들은 모르는걸까? 일개사원이나 계약직들은 시키는대로 해야만하는 어디 위에 건의 할 수 없는 구조,업무,업무,negative
1초라도 쉬지 못하게함 감시하고 무시하는게 일상 정치질 잘하고 좋아하면 잘 맞을거임 본인들이 좋아하는 직원이 아이디어 내면 딥다이브&인사이트 본인들이 싫어하는 직원이 아이디어 내면 가이드라인 미숙지,정치질,사내문화,negative
재택근무제를 계속해서 하고 있음 연차 사용 자유로운 편,재택,복지,positive
크나큰 복지는 없음 디자이너로서 역량을 키우기에는 한계가 있음,복지,복지,negative
워라벨이 망한 거 같으면서도 엔간함 상사 복불복이라던데 난 ㄱㅊ,워라벨,업무,positive
회사 이미지 시궁창이라 여기 다닌다하기 좀 망설여짐 누가 봐도 이건 아니다 싶은 사항에 대해 대처가 미흡함 그로 인한 실무자들 업무 강도는 헬임,업무,업무,negative
자유로운(두서없는) 분위기가 장점이자 단점 어수선함,분위기,사내문화,positive
개인적인 시간이 부족한것이 단점 신경써야할것들이 많음,시간,업무,negative
직원이 사용하는 사무용품하고 기기들하고 교육 등 지원이 빵빵,지원,복지,positive
수시로바뀌는 부사와 내부적으로 규정이 명확하지도 않고 담당자도 잘바뀌어서 업무혼선이많이옴,업무혼선,업무,negative
체계적입니다 연차 쓰고싶을때 쓸 수 있어요. 급여는 보통 수준이구요.,체계적,업무,positive
"일을 많이 배율수 있고, 계약직이 정규직 전환도 되는 회사",일,커리어,positive
복지 거의 없다고 볼수 있음 서울본사는 건물 자체가 취사도 할 수 없어서 점심시간에 식당에서 배달 도시락 돈내고 먹습니다,복지,복지,negative
뭔 일을 하나 할때 프로세스가 너무 많고 결제자고 너무 많음 컬러프린트 1장하려면 4명의 승인이 필요함,프로세스,업무,negative
휴무 조정 가능 자유로운 연차 300원짜리 음료 자판기,연차,복지,positive
이상한 테스트 한다고 사람 엄청 굴림 점심 먹을 시간 없음 식대 없음,식대,복지,negative
쉬는 것에 제한을 두지 않는다 심지어 휴직도 가능 다양한 음료 300원에 제공,휴직,복지,positive
정시가 되면 대부분 짐을 싸서 바로 퇴근을 한다 (나머지 공부는 알아서),퇴근,사내문화,positive
반면에 근무하는 시간 동안에는 화장실가는 것도 눈치보일 정도로 움직임을 최소화하고 쉼없이 일 시키는 회사,눈치,사내문화,negative
여러가지 업무를 맡으면서 경력에 도움됨 그러나 변화가 빠르고 매번 적응해야함,경력,커리어,positive
변화가 빠르고 매번 적응해야하고 적응할때가 되면 또 바뀌어있음,적응,업무,negative
요즘 재택이라 출퇴근 하지 않아도 되어서 좋아요 시간 세이브!,재택,업무,positive
출퇴근 안하니 오히려 일더많네요 그래도 나름 즐기며 일하려고 노력합니다,일,업무,negative
자유로운 연차 병가 휴직 언제나 품절인 300원 음료수,연차,복지,positive
위의 장점을 제외한 모든것들 당신은 언제든 갈아치울 수 있는 부속품입니다 갈데 없으면 버티고 꼬우면 나가라는 마인드,부속품,사내문화,negative
자기 할 일만 할 수 있는 여건을 보장해주는것 같아서 좋음,여건,사내문화,positive
자기할일이 계속 바뀜 즉 사업의 방향성이 계속 바뀌는데 너무 빠름,방향성,업무,negative
아 급여가 그래도 많다는 점 물론 존나게 뛰어야 하겠지만..ㅋㅋ,급여,급여,positive
자유롭게 연차 쓸 수 있다는 점 흠...이거 말고는 딱히 장점이..,연차,복지,positive
일을 더 편하게 해야 다니는 보람이 있지.. 뭐 자꾸 이상한 시스템만 만들려고 하니 가면 갈수록 더 힘들어지는 듯 ㅋㅋㅋ,시스템,업무,negative
"좋은 사람들 평균 연령대가 높지 않아서 의사 결정이 빠르고(단점일수도) 대화가 잘 통한다
도전적인 분들은 시도할것들이 많은 회사",결정,사내문화,positive
잦은 조직변경 쿠팡에서 성장한 사람보다 외부 인력을 더 높게 쳐줌 이츠는 거의 스타트업이다 생각해야해서 체계가 안잡힌게 많음,체계,업무,negative
직장 분위기가 자유롭다 사무실이 매우 쾌적하다 의견 교환이 활발하다,분위기,사내문화,positive
일이 매우 많아서 피곤하다 인력이 충분치 않은 것 같다,일,업무,negative
자유롭습니다 조직 문화 없습니다 다들 수평합니다 그런점이 장점이에요,문화,사내문화,positive
친해지기 어렵습니다 개인주의입니다,개인주의,사내문화,negative
돈을 많이 안줍니다,돈,급여,negative
업무가 하루하루 바뀌고 보험회사 같은 곳,업무,업무,negative
경력10년된 사람들 데리고 단순 업무 해서 커리어가 없어짐 이제 더이상 말할 것도 없이 hire to fire,커리어,커리어,negative
"발전 가능성이 많고, 변화와 주류 산업 흐름을 느낄 수 있음",발전,커리어,positive
정신이 없고 아직 조직적으로 안전화되지 못한것 같은 모습,조직,업무,negative
"마이웨이 각자 일하는 분위기라 워라벨은 보장 단, 서로 모름",워라벨,사내문화,positive
우리팀의 경우 분위기 좋음 아침 저녁 공짜 현재 재택근무 중,분위기,사내문화,positive
우리팀의 경우 분위기 좋음 아침 저녁 공짜 현재 재택근무 중,공짜,복지,positive
이번분기도 심한 적자폭으로 언제 흑자로 돌아설지 미지수 회사가 급하게 성장해서 팀별 업무의 인지가 잘 되지 않음,업무,업무,negative
"모두가 다 아는 회사, 영향력 있는 회사, 망할수 없는 회사",영향력,커리어,positive
"욕많이 먹는 회사, 적자 많이나는회사, 복지작은 회사.",복지,복지,negative
연차가 자유롭다 연차써도 불이익 없음 퇴근 시간 끝나면 연락 씹어도 됨,연차,사내문화,positive
문제를 해결해줄 것처럼 해놓고 아무것도 안해줌 아~~무것도 말만 번지르르함,문제,업무,negative
하루가 빨리가고 개인적으로 눈치안보고 연차 썼다 팀별로 다르겠지만..,연차,사내문화,positive
"복지는 진짜 최악 급여,성과프로세스,등등 비슷한 회사비교해보면 진짜 별로",복지,복지,negative
상장 이후부터는 금전적 이점은 없으나 재택근무와 나름 자유로운 연차 사용,재택근무,업무,positive
임원진이 대다수 외국인이라 한국시장에 대한 이해도 부족 팀웍 애사심은 바라면 안됨 알아서 잘,애사심,사내문화,negative
임원진이 대다수 외국인이라 한국시장에 대한 이해도 부족 팀웍 애사심은 바라면 안됨 알아서 잘,임원진,업무,negative
성장해나가는 것을 바로 옆에서 볼수 있었다,성장,커리어,positive
외국인이 리더라서 쓸데없는 한국 대기업의 문화가 없다,문화,사내문화,positive
리더가 한국인이라면 팀바이팀으로 안좋을수 있다,팀바이팀,사내문화,negative
성장은 이미 끝나가는 것인가 아직 더갈것인가?,성장,커리어,negative
자유로운 분위기이나 책임감이 있음 본인이 맡은 것에 대한 정확한 이해와 결과를 요함,분위기,사내문화,positive
다른 조직은 모르겠으나 여긴 사람 소중한 걸 모름 정글같음,사람,사내문화,negative
시스템이 잘 갖춰져 있음 물류파트 시스템이 상당히 견고함.,시스템,업무,positive
시스템을 유지하는데 사람이 녹아난다는게 함정 앞으로 변화를 지켜보자,사람,업무,negative
본인이 할 수 있는 일이 많고 그에 따른 커리어향상을 할 수 있음,커리어,커리어,positive
팀이 너무 많고 의사소통이 안되는 경우가 많음 팀바팀이 극명함,의사소통,업무,negative
재택이라 출퇴근 시간 아낄수있고 카페가서 일할수있음,재택,업무,positive
"공장 직원이 된 기분, 물경력, 복지혜택이 별로....",복지,복지,negative
연차 눈치 안보고 사용이 가능(조직별로 다르지만)하다.,연차,복지,positive
각 조직 구멍이 너무 많음 주먹구구식으로 돌아가고 실무를 하지 않는 상위 조직장들이 너무 많음,조직,업무,negative
점점 복지는 줄어들고 일은 빡쎄짐 본사에서 현장생각은 안하고 서류상으로만 일하는거같음,복지,복지,negative
재택 가능 워라벨 생각보다 괜찮음,워라벨,업무,positive
연봉 편차 심한 물경력 될 수 있음,연봉,급여,negative
